phi,Spinx,Spiny
(-0.5326232652862244+0j),(-0.9300523093609848-8.026104708276698e-15j),(-0.3674271381543544+2.03161292238842e-14j)
(-0.520385972316812+0j),(-0.9230832471886736+6.808956705831943e-15j),(-0.38460020639569886-1.6342252971959754e-14j)
(-0.5080591090939166+0j),(-0.9157605621780655-9.581243183568184e-16j),(-0.40172452347263204+2.1841147680761156e-15j)
(-0.49563809540075204+0j),(-0.9080844193821864+5.095188059439861e-15j),(-0.4187871622618314-1.1048239553500735e-14j)
(-0.4831181717507556+0j),(-0.9000556401917246+6.737189003574382e-15j),(-0.43577499304006057-1.391508245895914e-14j)
(-0.4704943935755057+0j),(-0.8916757162475762-6.311012969153793e-17j),(-0.4526747364878801+1.2431391805026542e-16j)
(-0.45776162528684394+0j),(-0.8829468186422617+1.2005732350155204e-15j),(-0.46947301887276666-2.2579408736826417e-15j)
(-0.4449145342214543+0j),(-0.8738718021635927-5.1513100404980565e-15j),(-0.48615642892319616+9.259539359716282e-15j)
(-0.43194758447905124+0j),(-0.8644542043914909+7.351256693399373e-15j),(-0.5027115758661964-1.2641094936436473e-14j)
(-0.4188550306686839+0j),(-0.8546982395174291-4.418518511433663e-15j),(-0.5191251480768462+7.27473906241677e-15j)
(-0.405630911581499+0j),(-0.8446087868285388+1.6712044668459e-15j),(-0.535383971754874-2.6364516902859658e-15j)
(-0.3922690438126942+0j),(-0.8341913738614629-1.7945969038398607e-15j),(-0.5514750690422235+2.7146055021883153e-15j)
(-0.37876301536043877+0j),(-0.8234521543101064+7.30555520729009e-15j),(-0.5673857149788356-1.0602620078474905e-14j)
(-0.36510617923521543+0j),(-0.8123978808317178+3.0547788655253412e-15j),(-0.5831034927181744-4.256012710871824e-15j)
(-0.35129164711955413+0j),(-0.8010358729779398-9.2129956943427e-15j),(-0.5986163464210362+1.2328330311864104e-14j)
(-0.337312283125447+0j),(-0.7893739805280315+5.7218097015486285e-15j),(-0.6139126312964499-7.357150626461572e-15j)
(-0.3231606977050451+0j),(-0.7774205425740286-8.216888381069743e-15j),(-0.628981160277399+1.0156071798182614e-14j)
(-0.3088292417795662+0j),(-0.7651843427591746+8.819208916836109e-15j),(-0.6438112468699269-1.0481830833950147e-14j)
(-0.29431000116181166+0j),(-0.7526745611102459+9.353828803972998e-15j),(-0.6583927437764626-1.0693296753770277e-14j)
(-0.27959479135944926+0j),(-0.7399007229517629+1.91469013114492e-14j),(-0.6727160769414231-2.105911633186804e-14j)
(-0.2646751528592789+0j),(-0.7268726454164455+1.463533860379749e-15j),(-0.6867722747354456-1.54898904321751e-15j)
(-0.24954234700726+0j),(-0.7136003820825463-1.0258083294315669e-14j),(-0.7005529920653+1.0449134100016688e-14j)
(-0.23418735261516865+0j),(-0.7000941662783939-8.714395368363414e-15j),(-0.7140505292645335+8.54406951608671e-15j)
(-0.21860086344252636+0j),(-0.6863643535999366-1.2163603550313911e-14j),(-0.7272578456829059+1.1479647745040943e-14j)
(-0.2027732867219069+0j),(-0.672421364164625-3.280210005495513e-15j),(-0.7401685679728535+2.9799742681354166e-15j)
(-0.1866947429169937+0j),(-0.6582756251226524-1.5396910742850735e-15j),(-0.7527769931190652+1.3464028705516846e-15j)
(-0.1703550669258353+0j),(-0.6439375138993342+1.0489349040658437e-14j),(-0.7650780863370384-8.82849144981055e-15j)
(-0.15374381096658754+0j),(-0.6294173026246987+1.1656138266343405e-14j),(-0.777067474005088-9.44136172475334e-15j)
(-0.13685024940960708+0j),(-0.6147251041552896-3.6024403202960695e-17j),(-0.7887414318528401+2.8076507860187947e-17j)
(-0.11966338584787653+0j),(-0.5998708200492067+1.5035370208917696e-14j),(-0.8000968686687209-1.1272734852686059e-14j)
(-0.10217196272722034+0j),(-0.5848640908102091-6.529394849002081e-15j),(-0.8111313058196851+4.708002951560827e-15j)
(-0.0843644738881879+0j),(-0.5697142486547484+2.588752427705411e-15j),(-0.8218428529103089-1.794563448572449e-15j)
(-0.06622918040239693+0j),(-0.5544302730114407-1.2249037199683517e-14j),(-0.8322301799192693+8.160286904527557e-15j)
(-0.047754130116885514+0j),(-0.5390207489023559-1.7372203617910917e-14j),(-0.8422924861666187+1.1117252448525602e-14j)
(-0.028927181349688462+0j),(-0.5234938283024214-2.3820883951489392e-15j),(-0.8520294664677243+1.4635744682646228e-15j)
(-0.009736031207413296+0j),(-0.5078571945257077-2.6915224764962253e-15j),(-0.861441274822885+1.5867698633285252e-15j)
(0.009831750980426915+0j),(-0.49211802963026563-4.088742637923059e-15j),(-0.870528485985855+2.311405086717226e-15j)
(0.029788684596770868+0j),(-0.47628298479786424+1.1239350816976941e-15j),(-0.879292055230819-6.087978985429225e-16j)
(0.050147332517035674+0j),(-0.46035815357499704-7.182995167700726e-15j),(-0.8877332766304412+3.72493684712623e-15j)
(0.0709202492070255+0j),(-0.4443490478784298+9.959349358732677e-15j),(-0.8958537400990929-4.939899457864637e-15j)
(0.09211992162270079+0j),(-0.4282605765625567-1.2440605327896039e-14j),(-0.9036552874643662+5.895855293960269e-15j)
(0.11375870242240115+0j),(-0.4120970263547987-2.1731692773503104e-15j),(-0.9111399677708867+9.828968420216013e-16j)
(0.1358487350481589+0j),(-0.3958620449529601+6.841837443150979e-15j),(-0.9183099919774697-2.949356736987273e-15j)
(0.15840187030226924+0j),(-0.379558626011326+8.127641163518357e-15j),(-0.9251676871899462-3.3344401836039897e-15j)
(0.1814295741425273+0j),(-0.36318909575744507+1.8574233884733336e-15j),(-0.9317154505120592-7.240364217719155e-16j)
(0.20494282654899731+0j),(-0.3467551009447945-1.676612008835738e-14j),(-0.9379557025621015+6.198307284459402e-15j)
(0.2289520114811581+0j),(-0.33025759784434855-1.6477368785847455e-15j),(-0.9438908406516511+5.765260133526133e-16j)
(0.25346679815084655+0j),(-0.31369684195952835-3.637656205565675e-15j),(-0.9495231915780775+1.2017834571517155e-15j)
(0.27849601408707725+0j),(-0.29707237815204457-2.8082937328465973e-15j),(-0.9548549639286004+8.737101751388114e-16j)
(0.30404751076581416+0j),(-0.28038303082498534-2.44051518848873e-15j),(-0.9598881997531772+7.128736924767202e-16j)
(0.3301280229220367+0j),(-0.2636268938405211-3.7006380262753196e-15j),(-0.9646247253953211+1.0113650235279487e-15j)
(0.35674302305155203+0j),(-0.24680131982066525+1.7572102602876102e-15j),(-0.9690661012205399-4.475255205967632e-16j)
(0.38389657304202873+0j),(-0.22990290846046504+5.477985937277434e-15j),(-0.9732135699225627-1.294068371432407e-15j)
(0.41159117533939893+0j),(-0.21292749350820236+6.661029826033387e-16j),(-0.9770680030112102-1.4516045768253262e-16j)
(0.4398276265457445+0j),(-0.19587012799979864+5.209597870747512e-16j),(-0.9806298450268289-1.0405604183328525e-16j)
(0.46860487684313296+0j),(-0.17872506738638907+2.634987528331097e-15j),(-0.9838990549277554-4.786449597696253e-16j)
(0.4979198991243817+0j),(-0.16148575010389643-3.689507491685795e-15j),(-0.9868750440219786+6.037267721155964e-16j)
(0.5277675721630695+0j),(-0.1441447751621542-1.7485303406632928e-15j),(-0.9895566096962073+2.5470145957237557e-16j)
(0.5581405825435326+0j),(-0.12669387630301207+1.1499595908018356e-15j),(-0.9919418640763767-1.468763880493825e-16j)
(0.5890293503672824+0j),(-0.10912389215253518+1.001523545108213e-14j),(-0.9940281566240877-1.0994673198773751e-15j)
(0.6204219839256054+0j),(-0.0914247319091424+1.3387295512755461e-15j),(-0.9958119894816198-1.2290772918683806e-16j)
(0.6523042685492189+0j),(-0.07358533586681999-1.2150385017241194e-15j),(-0.9972889242067051+8.965206979673204e-17j)
(0.6846596946926387+0j),(-0.05559363016180506-3.945421309523492e-15j),(-0.9984534782779978+2.1968003305716846e-16j)
(0.7174695299661596+0j),(-0.0374364749380538+3.392015757161856e-16j),(-0.9992990094782505-1.2707419068570282e-17j)
(0.7507129392894017+0j),(-0.01909960509873698-8.821563217104139e-15j),(-0.9998175859050852+1.6851911406190038e-16j)
(0.7843671566173434+0j),(-0.0005675626247461732-8.927726921704288e-15j),(-0.9999998389363206+5.0670449408167934e-18j)
(0.8184077108128367+0j),(0.018176380662387845+1.3904969117955525e-15j),(-0.9998347959468183+2.527837726905534e-17j)
(0.8528087072576412+0j),(0.03715031124469845+6.712398529995108e-16j),(-0.9993096889225191+2.4953995478282443e-17j)
(0.8875431657783729+0j),(0.05637377452724292-7.789832174531329e-16j),(-0.9984097343002779-4.3984170779331e-17j)
(0.9225834145069869+0j),(0.07586788979470951+3.4763392655441576e-15j),(-0.9971178783364072+2.6450485947293824e-16j)
(0.9579015385100565+0j),(0.09565548177428092-1.2869307543154322e-14j),(-0.9954145010027382-1.236690656908993e-15j)
(0.9934698815405261+0j),(0.11576123148812242+3.5068270634236543e-15j),(-0.9932770697465807+4.087022965116622e-16j)
(1.0292615992402525+0j),(0.13621184976041564+2.578326479600779e-15j),(-0.9906797322973988+3.545026789417086e-16j)
(1.065251262724976+0j),(0.15703627747459037-5.162651061108966e-15j),(-0.9875928349056222-8.209086537310401e-16j)
(1.1014155129146888+0j),(0.1782659177702325+2.539693958148269e-15j),(-0.9839823487042524+4.601107681464031e-16j)
(1.1377337684752489+0j),(0.19993490673855216+1.7218656152164172e-15j),(-0.9798091819673086+3.5135518989870043e-16j)
(1.1741889941252852+0j),(0.22208043107143677-6.458787473222373e-15j),(-0.9750283494007366-1.471106257714046e-15j)
(1.2107685417712943+0j),(0.24474310372246957-4.066332577926577e-15j),(-0.9695879605174007-1.0264224561518605e-15j)
(1.2474650851041627+0j),(0.26796741231889165+1.1984769492743385e-14j),(-0.9634279765167281+3.3334382501742502e-15j)
(1.2842776799115163+0j),(0.29180226021387595+1.4250474927913944e-15j),(-0.956478667265545+4.3475311425132125e-16j)
(1.321212999010428+0j),(0.31630162774625253+2.3264925755304555e-14j),(-0.9486586742791483+7.756987929710527e-15j)
(1.3582868149746166+0j),(0.3415253925545286-8.806728396935892e-15j),(-0.9398725478704415-3.2001374864065615e-15j)
(1.3955258400703237+0j),(0.36754036510317656+1.7065160650018971e-15j),(-0.930007569872323+6.744176691715973e-16j)
(1.4329700885335213+0j),(0.3944216226565607-8.572074043306746e-15j),(-0.9189295857577803-3.679293175553965e-15j)
(1.470676014859759+0j),(0.4222542687917456-2.4401413314265548e-15j),(-0.9064774307654595-1.1366638138800247e-15j)
(1.5087208277024557+0j),(0.4511358185006977+5.346358389762255e-15j),(-0.8924553060325798+2.702582137010027e-15j)
(1.5472086294232688+0j),(0.4811795356802426-8.031724179016805e-15j),(-0.8766220704742418-4.40862880520488e-15j)
(1.5862794813284626+0j),(0.5125192792037055-5.122229031157238e-15j),(-0.8586757178612391-3.0573138105079606e-15j)
(1.6261233471852807+0j),(0.5453168512529659-2.4099732969307684e-15j),(-0.8382299993077977-1.5678263137459507e-15j)
(1.6670025880479158+0j),(0.5797737292642074-3.4907833324806075e-15j),(-0.8147775296699544-2.4839473316666396e-15j)
(1.7092904315816662+0j),(0.6161510062576843+4.02949110946469e-15j),(-0.7876280451378325+3.1522176198900882e-15j)
(1.7535418497619384+0j),(0.6548060503033536-7.103779758766819e-16j),(-0.7557969545361518-6.154560346062514e-16j)
(1.8006378877231837+0j),(0.6962672271864226+5.305945036981969e-15j),(-0.7177826609400162+5.146900084859709e-15j)
(1.8521248334994498+0j),(0.7414100142490165+6.237646854908535e-16j),(-0.671052301069949+6.891644416097472e-16j)
(1.9112146791472728+0j),(0.791978385766529-1.7081936306740304e-15j),(-0.6105491269985102-2.2157961978400903e-15j)
(1.987403128581296+0j),(0.8529991633204915-1.1160157263360852e-15j),(-0.5219122793866241-1.8239855976103497e-15j)
(2.2426092615450552+0j),(0.9863100166649228+1.104475497452761e-15j),(-0.1649016404601234+6.606091020435058e-15j)
(2.30618445403041+0j),(0.9974171752426894+5.393612153635973e-16j),(-0.07182602961945155+7.489877175637918e-15j)
(2.352065484974079+0j),(0.9999827888349273-1.7290936470207447e-17j),(-0.005867029394939-2.9470857752921096e-15j)
(2.3897468455701043+0j),(0.9988858371086635+4.1541665827799825e-16j),(0.04719199533527469-8.792885604960552e-15j)
(2.4224409763709347+0j),(0.9957325987377647+2.6996579436274465e-15j),(0.09228538243371832-2.912852879860897e-14j)
(2.45169643689907+0j),(0.9912707551487285+1.265214883155906e-15j),(0.1318419128610841-9.51268443725348e-15j)
(2.4783985270292863+0j),(0.9859103582164866+3.095375710547353e-15j),(0.16727452155495437-1.8244039482114215e-14j)
(2.5031086121771926+0j),(0.9798994277607912-1.9966740141683196e-15j),(0.1994921338651577+9.807603367613777e-15j)
(2.526208599048539+0j),(0.9733981087858412+2.708745652745202e-16j),(0.22912032169178573-1.150787444821651e-15j)
(2.547971947561645+0j),(0.9665147499675693-4.45668872772939e-15j),(0.25661106385954463+1.6785930141041506e-14j)
(2.568602257276549+0j),(0.9593252694466625+5.072837731932161e-15j),(0.2823030772079693-1.7238570235137474e-14j)
(2.58825585756431+0j),(0.9518843327782668-4.3507404150227224e-15j),(0.30645752888658745+1.3513786566418398e-14j)
(2.607055820005554+0j),(0.9442321762473284-1.741211802399874e-15j),(0.3292804235590606+4.993033572166414e-15j)
(2.6251010614670003+0j),(0.9363989615146817+1.0841579974477495e-14j),(0.3509372947895757-2.892837090844485e-14j)
(2.6424724861890883+0j),(0.9284076572885455+7.272099429818247e-15j),(0.3715632138519564-1.8170455372088978e-14j)
(2.659237263197823+0j),(0.9202760044678903+2.4413874413306625e-15j),(0.39126982454645703-5.742201772064081e-15j)
(2.675451886130866+0j),(0.912017890663466-1.3884348484230444e-14j),(0.41015042010189656+3.0873488352586445e-14j)
(2.6911644131074173+0j),(0.9036443325991005-1.113043793886392e-14j),(0.42828369121591175+2.3484333793438448e-14j)
(2.7064161395333612+0j),(0.8951641914595089-7.616774113081225e-15j),(0.44573654811855373+1.529662189301246e-14j)
(2.721242869539272+0j),(0.8865847022465129+6.072499974555036e-15j),(0.4625662825395538-1.1638949454497842e-14j)
(2.7356758974797777+0j),(0.8779118710397902+2.885893705897956e-15j),(0.47882224957432235-5.291233532316404e-15j)
(2.749742776167015+0j),(0.8691507767749667+9.402443393135429e-15j),(0.494547194139722-1.652449164723696e-14j)
(2.7634679256825803+0j),(0.8603058029356195-5.15601722806718e-15j),(0.5097783100871387+8.701334390990468e-15j)
(2.776873121277319+0j),(0.8513808170321212+2.178201047672981e-14j),(0.524548095401859-3.535383321156317e-14j)
(2.7899778883567565+0j),(0.8423793106848108+3.570526314499516e-15j),(0.5388850498299086-5.58140831062103e-15j)
(2.8027998252126634+0j),(0.8333045096120248+3.1428338933691976e-14j),(0.552814249328165-4.737464093027385e-14j)
(2.815354868954351+0j),(0.8241594603673382+3.311398720291564e-15j),(0.5663578231886781-4.8187214348187845e-15j)
(2.8276575163423323+0j),(0.8149470989041147+1.027978591605376e-14j),(0.5795353535270881-1.4455514505987453e-14j)
(2.839721008487454+0j),(0.805670304808977+8.736651438375082e-15j),(0.5923642122453128-1.1882656787595522e-14j)
(2.8515574863523625+0j),(0.7963319440969417+2.3924462291145095e-14j),(0.6048598472462734-3.149789766095096e-14j)
(2.8631781224759156+0j),(0.7869349028127837+1.3298833532566206e-14j),(0.6170360270965017-1.696062436211143e-14j)
(2.874593233194335+0j),(0.7774821131465819-2.329532176563461e-14j),(0.6289050514482498+2.879877646246812e-14j)
(2.8858123747566826+0j),(0.7679765734239362+3.71349880928531e-15j),(0.6404779330094282-4.4527374699212586e-15j)
(2.896844426056672+0j),(0.7584213630268479+9.261345125598283e-15j),(0.651764555728906-1.0776900848440519e-14j)
(2.907697660177301+0j),(0.7488196530858569+5.080553335885895e-14j),(0.66277381296516-5.740145600264165e-14j)
(2.9183798065327515+0j),(0.7391747136311304+7.535218683783536e-14j),(0.6735137286858646-8.269828624876456e-14j)
(2.928898105066461+0j),(0.729489917733077+1.6021014077013771e-15j),(0.683991564221218-1.7086714006989358e-15j)
(2.939259353705181+0j),(0.7197687431088051+1.9585317026368495e-14j),(0.6942139125972419-2.0306275578252855e-14j)
(2.9494699500613564+0j),(0.7100147715371531-4.065407966728336e-14j),(0.7041867821814355+4.0990540886895384e-14j)
(2.9595359282088314+0j),(0.7002316864312719-1.0930770150951456e-13j),(0.7139156710127722+1.0721254522869846e-13j)
(2.9694629912212727+0j),(0.6904232687855845+1.6355246292933466e-14j),(0.72340563304375-1.5609558581744575e-14j)
(2.9792565400519937+0j),(0.6805933917910306+2.085514238037734e-15j),(0.7326613372154837-1.9373032761480785e-15j)
(2.9889216992432415+0j),(0.6707460142491611+2.686933264749065e-14j),(0.7416871202662644-2.4299326881083184e-14j)
(2.9984633398781892+0j),(0.6608851730146862-2.1307353574144632e-14j),(0.7504870339248694+1.8763434165797163e-14j)
(3.0078861001270334+0j),(0.6510149745994386-2.340571323346141e-14j),(0.7590648871126187+2.007400166292096e-14j)
(3.017194403687106+0j),(0.6411395860794687+4.781104550059175e-14j),(0.7674242836670256-3.9943424484566066e-14j)
(3.026392476373905+0j),(0.6312632254510991-2.5298966333587336e-15j),(0.775568656015104+2.059173867388485e-15j)
(3.0354843610839017+0j),(0.6213901515299105+1.9058767529127992e-14j),(0.7835012952009938-1.5115393574250677e-14j)
(3.044473931319568+0j),(0.6115246535321233+1.902861251194682e-14j),(0.7912253775773478-1.47068913653844e-14j)
(3.053364903441434+0j),(0.6016710404136305+2.095581475827718e-14j),(0.7987439884766455-1.5785416917346357e-14j)
(3.062160847790173+0j),(0.5918336300824566+9.075071699852401e-15j),(0.806060143105601-6.6631909210756954e-15j)
(3.07086519880319+0j),(0.5820167385627067+3.061845138135527e-15j),(0.8131768049033553-2.191460836728506e-15j)
(3.079481264234333+0j),(0.5722246691895552+3.2143411650028884e-14j),(0.8200969015737739-2.242814606757402e-14j)
(3.088012233571813+0j),(0.5624617019226418+6.5320477798404755e-15j),(0.8268233389728941-4.443544996991835e-15j)
(3.096461185737724+0j),(0.5527320828396556+8.39167320893056e-15j),(0.83335901303084-5.565844898482274e-15j)
(3.1048310961425374+0j),(0.5430400138794663-1.0277882854221163e-13j),(0.8397068198638075+6.646726590493839e-14j)
(3.113124843159244+0j),(0.533389642888904+3.000159540985022e-14j),(0.8458696642266156-1.891844682287858e-14j)
(3.1213452140743168+0j),(0.5237850540326964+1.5286729138433253e-15j),(0.8518504664387789-9.399490360357633e-16j)
(3.1294949105661+0j),(0.5142302586048983+5.0934935270412694e-14j),(0.8576521679184046-3.053951930151241e-14j)
(3.1375765537555824+0j),(0.5047291863012249-8.124027095054518e-16j),(0.8632777354337962+4.749842856905726e-16j)
