Time,Spinz_On_BIS,Spinz_away_BIS
(15.9+0j),(0.5811090929591228+3.68532598528647e-21j),(0.7211449553677657-1.1375156014630328e-17j)
(15.92+0j),(0.6190459483885008+2.616378239993599e-20j),(0.7211440864024391-4.497861812220086e-17j)
(15.94+0j),(0.6552370670820566+4.160713982021961e-20j),(0.7211430597475763-6.669389625049378e-17j)
(15.96+0j),(0.6896283910710604+2.2918375241766285e-20j),(0.7211418822579364+3.2964370415937604e-17j)
(15.98+0j),(0.7221775481106435-5.581887884799745e-20j),(0.7211405611104182+3.2586179816817383e-17j)
(16+0j),(0.7528534703711832+7.744349031014437e-21j),(0.72113910377394-4.294976834065304e-17j)
(16.02+0j),(0.7816359031998545-1.9438636889028135e-21j),(0.7211375179790788-3.1842760226879767e-17j)
(16.04+0j),(0.8085148222094841+3.8964855199996304e-20j),(0.7211358116875729-2.0984955190785174e-17j)
(16.06+0j),(0.8334897770767564+4.0936694958539096e-20j),(0.7211339930617928-8.297678811177697e-17j)
(16.080000000000002+0j),(0.8565691800247153-5.647433996842248e-20j),(0.7211320704342634+0j)
(16.1+0j),(0.8777695561117315+6.313074175796177e-20j),(0.7211300522773498+2.0270933868624916e-16j)
(16.12+0j),(0.8971147712406152-1.6445993826311787e-20j),(0.7211279471731881-8.015346461735796e-17j)
(16.14+0j),(0.9146352523300266+1.6359003948503912e-20j),(0.7211257637839535+0j)
(16.16+0j),(0.9303672124426257-7.743469942640104e-20j),(0.7211235108225563+3.9162408606321635e-17j)
(16.18+0j),(0.9443518919209744+3.604580168113889e-20j),(0.721121197023844-1.9356549543765667e-17j)
(16.2+0j),(0.9566348248124592+1.6922823835847492e-20j),(0.7211188311163902-3.826894476216814e-17j)
(16.22+0j),(0.9672651381282256+8.377427914105285e-21j),(0.7211164217949487-5.674483004777579e-17j)
(16.240000000000002+0j),(0.9762948898247868+1.0909927429060595e-19j),(0.7211139776936428+1.1218759988105486e-16j)
(16.26+0j),(0.9837784498565773-4.730830673043083e-20j),(0.721111507359958-1.1090048079788398e-16j)
(16.28+0j),(0.9897719272484252-4.491139378228501e-21j),(0.7211090192296092-1.2789948726559793e-16j)
(16.3+0j),(0.9943326448936327-1.5506885430075942e-21j),(0.7211065216023222-3.612346144268826e-17j)
(16.32+0j),(0.9975186627036737-7.664886400002734e-20j),(0.721104022618615-7.141804724554353e-17j)
(16.34+0j),(0.9993883488192693-3.979586372893718e-21j),(0.7211015302376039-1.7649671058441136e-17j)
(16.36+0j),(0.9999999978348786-3.3120149749789154e-20j),(0.7210990522158932-1.7447181236324247e-17j)
(16.38+0j),(0.9994114943801389-1.031292334018554e-20j),(0.7210965960875907-1.2072910797199742e-16j)
(16.4+0j),(0.9976800199304464+2.929524385590017e-20j),(0.7210941691454831+0j)
(16.42+0j),(0.9948618003709111-2.818724246278589e-21j),(0.7210917784234087-5.0560648976107007e-17j)
(16.44+0j),(0.9910118915985986-2.6502703636718927e-20j),(0.7210894306798507-1.6660197362153814e-17j)
(16.46+0j),(0.9861840003024486-4.8162902853856975e-20j),(0.7210871323827795+9.881438630772186e-17j)
(16.48+0j),(0.9804303369940237+1.982445081357491e-20j),(0.721084889695759+1.4652112756214169e-16j)
(16.5+0j),(0.973801498361615+1.3466478340859223e-20j),(0.7210827084653445-4.828006472153962e-17j)
(16.52+0j),(0.9663463760725051-1.981347334672012e-20j),(0.7210805942097622-1.1136109866098415e-16j)
(16.54+0j),(0.9581120892420872-1.655066781260067e-20j),(0.7210785521088953+3.145244222350977e-17j)
(16.56+0j),(0.9491439379137984+2.398535040873284e-20j),(0.7210765869955681-3.1091617574783646e-17j)
(16.580000000000002+0j),(0.9394853750418014+4.148573994405916e-21j),(0.7210747033481347-1.0757227156659334e-16j)
(16.6+0j),(0.9291779946315164-1.4228525934646662e-20j),(0.7210729052843532+1.5191173080486426e-17j)
(16.62+0j),(0.9182615338651806+3.98298233516327e-21j),(0.7210711965565516-6.00676097131597e-17j)
(16.64+0j),(0.9067738872154651+1.0404646930795788e-20j),(0.7210695805480561+7.422316087556947e-18j)
(16.66+0j),(0.8947511307256397-3.439494862830612e-20j),(0.7210680602708776+1.2473188446524945e-16j)
(16.68+0j),(0.8822275548067419-3.243770085039031e-20j),(0.7210666383646199+5.802400494995354e-17j)
(16.7+0j),(0.8692357040677784-9.774018923204126e-21j),(0.7210653170966083-5.735838154544598e-17j)
(16.72+0j),(0.855806422853099-3.828318989183095e-20j),(0.7210640983631765+6.378794817964454e-17j)
(16.740000000000002+0j),(0.8419689053095539-1.6399737328317857e-20j),(0.7210629836921228+8.407495150100081e-17j)
(16.76+0j),(0.827750748944897-9.290244381913565e-20j),(0.7210619742462594+1.0388812988842719e-17j)
(16.78+0j),(0.8131780107672358+1.6844397559295035e-20j),(0.7210610708280517-1.0954283478761075e-16j)
(16.8+0j),(0.798275265213144+3.5182847276438225e-20j),(0.7210602738852921-1.5227754523968583e-17j)
(16.82+0j),(0.7830656631795836+4.628777594357273e-20j),(0.7210595835177632-1.0035384028165739e-16j)
(16.84+0j),(0.7675709915720722+2.5294785819694492e-20j),(0.72105899948486-5.71448785800875e-17j)
(16.86+0j),(0.7518117328693706+9.287392834805451e-21j),(0.7210585212141172+1.5118313551053702e-16j)
(16.88+0j),(0.7358071242834576+8.083262357885977e-21j),(0.7210581478105924+4.200726851639299e-17j)
(16.9+0j),(0.7195752161635482-8.904350878713384e-21j),(0.721057878067058+8.305082410292832e-17j)
(16.92+0j),(0.7031329293550664-1.7438796837429028e-20j),(0.721057710474955-3.1576219569048066e-18j)
(16.94+0j),(0.6864961112790198+1.7077533357893493e-20j),(0.7210576432360469-1.2485607717592885e-17j)
(16.96+0j),(0.6696795905454225-1.3937335476225862e-20j),(0.7210576742747378-5.55407558427412e-17j)
(16.98+0j),(0.6526972299561349-1.2740374412553246e-20j),(0.7210578012509749+6.100408056985737e-18j)
(17+0j),(0.6355619777889598+2.852343890185123e-20j),(0.7210580215737057-3.618259978366061e-17j)
(17.02+0j),(0.6182859172861882+0j),(0.721058332414825+2.3845045886232756e-17j)
(17.04+0j),(0.6008803142978172-2.0528760365997788e-20j),(0.72105873072355-4.7143066754578494e-17j)
(17.06+0j),(0.583355663052545+2.0112581522470465e-20j),(0.7210592132411787-1.1650579572699824e-17j)
(17.080000000000002+0j),(0.5657217300492271-3.9413186472111825e-20j),(0.7210597765161694-5.758471773561795e-17j)
(17.1+0j),(0.5479875960779195+4.827641149129412e-21j),(0.7210604169194903+2.732361785222215e-16j)
(17.12+0j),(0.5301616963930231+3.6271497530543333e-20j),(0.7210611306601779+3.376276083656723e-17j)
(17.14+0j),(0.5122518590727237+1.5456198590269737e-21j),(0.7210619138010622-1.112516463748792e-17j)
(17.16+0j),(0.4942653416077314+0j),(0.7210627622745872+1.0997556617994188e-17j)
(17.18+0j),(0.47620886576996985-2.970212451026093e-21j),(0.7210636718986919-6.522847513858022e-17j)
(17.2+0j),(0.4580886508175877-8.735721340948115e-21j),(0.7210646383926921-2.1493431038073113e-17j)
(17.22+0j),(0.4399104450971502+1.4275097191210709e-21j),(0.721065657393106-4.2493795866908476e-17j)
(17.240000000000002+0j),(0.42167955610735336+0j),(0.721066724469392+8.40127713567057e-17j)
(17.26+0j),(0.40340087909081734+4.1180009453754724e-21j),(0.7210678351395312+8.30491329711751e-17j)
(17.28+0j),(0.38507892422221746+0j),(0.7210689848854235+6.157241102492967e-17j)
(17.3+0j),(0.3667178424618974+1.3204160447565944e-21j),(0.7210701691680461-4.05774447438847e-17j)
(17.32+0j),(0.34832145014437776+1.2952125744875333e-21j),(0.7210713834423301-8.022403175168438e-17j)
(17.34+0j),(0.32989325237112993-1.2705975519053579e-21j),(0.7210726231717199+0j)
(17.36+0j),(0.31143646527637686+0j),(0.7210738838423724-1.9598555908915198e-17j)
(17.38+0j),(0.29295403723404306+0j),(0.7210751609769613-9.686878662543887e-17j)
(17.400000000000002+0j),(0.2744486690728185+3.6002723742619934e-21j),(0.7210764501480488-9.575768478872689e-17j)
(17.42+0j),(0.2559228333652622-3.53291554487562e-21j),(0.721077746990996+5.679559556785946e-17j)
(17.44+0j),(0.23737879285537233-2.3113610663175075e-21j),(0.7210790472163786-1.310029892191597e-16j)
(17.46+0j),(0.21881861808790273+1.1341988644782234e-21j),(0.7210803466218817-5.55001520761977e-17j)
(17.48+0j),(0.20024420430118456+0j),(0.7210816411036434+0j)
(17.5+0j),(0.18165728764379083-2.1851880272696135e-21j),(0.7210829266670338+7.231233476424614e-17j)
(17.52+0j),(0.16305946077400513+0j),(0.7210841994368359-7.148289014670824e-17j)
(17.54+0j),(0.1444521878997249-4.2107440098946894e-21j),(0.7210854556668175+1.7665739350935958e-16j)
(17.56+0j),(0.12583681931519938+4.13330590923793e-21j),(0.7210866917486731-5.238932051527069e-17j)
(17.580000000000002+0j),(0.10721460548963851+1.014341533840649e-21j),(0.7210879042203332-1.726279802013017e-17j)
(17.6+0j),(0.08858671076180871+0j),(0.721089089773605-1.7064786229723636e-16j)
(17.62+0j),(0.06995422669355944+0j),(0.7210902452611626+6.747618043942863e-17j)
(17.64+0j),(0.05131818513451361-1.9189520078821998e-21j),(0.7210913677028645+1.0005329165107582e-16j)
(17.66+0j),(0.0326795710491568-9.418325320099528e-22j),(0.7210924542913941+4.945281292614452e-17j)
(17.68+0j),(0.014039335157123578-1.848973047388439e-21j),(0.7210935023972239-1.1406630730796813e-16j)
(17.7+0j),(-0.004601593563157277+0j),(0.7210945095729043+0j)
(17.72+0j),(-0.02324229545765313-1.7812569585810485e-21j),(0.7210954735566744+4.777049469851699e-17j)
(17.740000000000002+0j),(-0.0418818478171763-1.311131723209481e-21j),(0.7210963922754025+0j)
(17.76+0j),(-0.060519312485596326-2.573362033903423e-21j),(0.7210972638468612+4.6680855730327384e-17j)
(17.78+0j),(-0.07915372340639562+0j),(0.7210980865813449-6.921808430427018e-17j)
(17.8+0j),(-0.09778407405779448-2.8904824339564793e-21j),(0.7210988589826378+5.321874091907857e-17j)
(17.82+0j),(-0.11640930472654415+0j),(0.7210995797483468+2.2546403834542477e-17j)
(17.84+0j),(-0.13502828956989574+1.5894302543338769e-21j),(0.7211002477696147+2.971703468907377e-17j)
(17.86+0j),(-0.15363982341480353-1.558826329231498e-21j),(0.7211008621302185-4.4064227966140015e-17j)
(17.88+0j),(-0.17224260824254117-3.821358874320386e-22j),(0.7211014221050887-7.985774039353146e-17j)
(17.900000000000002+0j),(-0.190835239306291+0j),(0.7211019271582418+1.1841253435441627e-16j)
(17.92+0j),(-0.20941619082809546-2.9376817939637778e-21j),(0.7211023769401725+5.320646160907528e-17j)
(17.94+0j),(-0.2279838012206755-2.159057475425697e-21j),(0.721102771284706+7.889418653940763e-17j)
(17.96+0j),(-0.2465362577783895-1.7626560005493672e-21j),(0.7211031102053421-3.119567182646218e-17j)
(17.98+0j),(-0.26507158078030757+2.0716148302344243e-21j),(0.7211033938911166-1.4112585901072464e-16j)
(18+0j),(-0.283587606947223+0j),(0.7211036227019932+1.3548476897588161e-17j)
(18.02+0j),(-0.3020819721928239+0j),(0.7211037971638248-1.3393058855077373e-16j)
(18.04+0j),(-0.32055209360807047+6.474455255924585e-22j),(0.7211039179628984-1.4894351109690763e-16j)
(18.06+0j),(-0.3389951506162865+6.332033926444956e-22j),(0.7211039859401001+6.543774769805499e-17j)
(18.080000000000002+0j),(-0.3574080652350354+1.5475099051580845e-22j),(0.7211040020847169+1.7465513846204432e-16j)
(18.1+0j),(-0.3757874813796734-3.3266010849072032e-21j),(0.7211039675279158-1.85440610616353e-16j)
(18.12+0j),(-0.3941297431420767+0j),(0.721103883535917-2.5284599420760156e-17j)
(18.14+0j),(-0.41243087197701295+4.324173254112214e-22j),(0.7211037515028954-7.498364646690641e-17j)
(18.16+0j),(-0.4306865427276356-4.2181778263714347e-22j),(0.7211035729436367-4.941564982698253e-17j)
(18.18+0j),(-0.4488920584211183+4.112123066463849e-22j),(0.7211033494859826-1.4654633752386867e-16j)
(18.2+0j),(-0.4670423237648082+0j),(0.7211030828630866-2.4144205173067147e-17j)
(18.22+0j),(-0.48513181727370064-5.849345739480389e-22j),(0.7211027749055103-3.5800851646842227e-17j)
(18.240000000000002+0j),(-0.5031545619604332-1.0114483641676954e-21j),(0.7211024275331966+1.179672027417146e-17j)
(18.26+0j),(-0.5211040945201425-5.52897649780136e-22j),(0.7211020427473394-6.996836139606511e-17j)
(18.28+0j),(-0.5389734329448758+0j),(0.7211016226221757-3.4582857308978875e-17j)
(18.3+0j),(-0.556755042504504+0j),(0.7211011692967473-3.4186137307778725e-17j)
(18.32+0j),(-0.5744408000355958+0j),(0.7211006849666287+0j)
(18.34+0j),(-0.5920219564843469+4.881053350701102e-22j),(0.7211001718756742-2.0043778271760387e-16j)
(18.36+0j),(-0.6094890976565785+0j),(0.7210996323078+1.1007691085716098e-16j)
(18.38+0j),(-0.6268321031358557-9.105023579003217e-22j),(0.7210990685788206+1.0881415139211503e-16j)
(18.400000000000002+0j),(-0.6440401033410762+4.386957428787926e-22j),(0.721098483028377-1.936185793875516e-16j)
(18.42+0j),(-0.6611014347072293+0j),(0.7210978780119691+1.0633192301050003e-16j)
(18.44+0j),(-0.678003592988029+1.4411463312534018e-21j),(0.721097255893121+4.204484960895405e-17j)
(18.46+0j),(-0.694733184696969-7.770136667232443e-22j),(0.7210966190357001-1.039063182568845e-16j)
(18.48+0j),(-0.7112758767244488-2.4773990490870954e-22j),(0.7210959697964096+4.1085738139379186e-17j)
(18.5+0j),(-0.7276163441937149-4.72849877411967e-22j),(0.721095310517476+0j)
(18.52+0j),(-0.7437382166471931+3.7510856028915004e-22j),(0.7210946435195464-2.0074253153343354e-17j)
(18.54+0j),(-0.7596240226887931-7.122255464751465e-22j),(0.7210939710948207-2.381276338215841e-16j)
(18.56+0j),(-0.7752551332466033+0j),(0.7210932955004286+5.884898313894857e-17j)
(18.580000000000002+0j),(-0.7906117036654798+3.815957691128233e-22j),(0.7210926189520659-1.7452167796544038e-16j)
(18.6+0j),(-0.8056726148899418+2.3913334159693284e-22j),(0.7210919436179147+7.667539624622096e-17j)
(18.62+0j),(-0.8204154140563775+4.477699850924837e-22j),(0.721091271612844+3.7897905288392785e-17j)
(18.64+0j),(-0.8348162548791497+0j),(0.7210906049929208+1.1238947423350163e-16j)
(18.66+0j),(-0.8488498382896061-9.676883000106287e-23j),(0.7210899457502256+5.555009795623029e-17j)
(18.68+0j),(-0.862489353869888+3.5700082986725394e-22j),(0.7210892958079929+1.8304284886663104e-17j)
(18.7+0j),(-0.8757064227158139+1.6360288531865697e-22j),(0.7210886570160815+3.618861494377436e-17j)
(18.72+0j),(-0.888471042465627+2.977759102492598e-22j),(0.721088031146777-1.788673912615818e-17j)
(18.740000000000002+0j),(-0.9007515353437168+2.0160609806766858e-22j),(0.7210874198909422+1.4145241776084274e-16j)
(18.76+0j),(-0.9125145001916565+6.010283128017499e-23j),(0.7210868248545045-5.243615831893744e-17j)
(18.78+0j),(-0.9237247695923552+0j),(0.721086247555307-3.455642756485621e-17j)
(18.8+0j),(-0.9343453733367675-1.3937390650144665e-22j),(0.7210856894202933-1.0248005132593314e-16j)
(18.82+0j),(-0.9443375096360084+7.996779095923295e-23j),(0.7210851517830599-1.1818854156164171e-16j)
(18.84+0j),(-0.9536605256437579+0j),(0.7210846358817538-1.6690394129254622e-16j)
(18.86+0j),(-0.9622719090227098+0j),(0.7210841428573177+8.249466527062604e-17j)
(18.88+0j),(-0.9701272924629535+0j),(0.721083673752094-1.0601284619276258e-16j)
(18.900000000000002+0j),(-0.9771804732362892+0j),(0.7210832295087618-1.5316446912879037e-16j)
(18.92+0j),(-0.9833834500449716-5.1578381542530337e-23j),(0.7210828109696216+8.765696112851979e-17j)
(18.94+0j),(-0.9886864795918705-1.7838027552935568e-23j),(0.7210824188762122+6.30192192344079e-17j)
(18.96+0j),(-0.9930381554554741-2.2304329155019788e-23j),(0.7210820538692576+7.008335048461138e-17j)
(18.98+0j),(-0.9963855119909576+0j),(0.721081716488932+1.5395424455320276e-17j)
(19+0j),(-0.9986741560895462+0j),(0.721081407175441+6.848469324947064e-17j)
(19.02+0j),(-0.9998484297029958+0j),(0.7210811262699045-2.1438046505867511e-16j)
(19.04+0j),(-0.9998516060677795+2.533893370957708e-25j),(0.7210808740155358-1.7474210511498868e-16j)
(19.06+0j),(-0.9986261225321298-2.3837699692738046e-24j),(0.7210806505590999+3.675268452224764e-18j)
(19.080000000000002+0j),(-0.9961138527855008+0j),(0.7210804559526527-5.449663613319823e-18j)
(19.1+0j),(-0.9922564211000321+0j),(0.7210802901555323-8.9785834595507e-19j)
(19.12+0j),(-0.9869955609024921+4.7332094122538416e-23j),(0.7210801530366033+1.6774864273722621e-16j)
(19.14+0j),(-0.9802735195881144-3.6468639329953705e-23j),(0.7210800443767382+2.1057065466935794e-17j)
(19.16+0j),(-0.9720335109503365+0j),(0.7210799638715188-1.3877012865985675e-16j)
(19.18+0j),(-0.9622202159195506-7.205009250560888e-23j),(0.7210799111341459-5.830077542474937e-17j)
(19.2+0j),(-0.950780331469093+0j),(0.7210798856985482-1.8984661324815954e-16j)
(19.22+0j),(-0.937663166549872+1.2255451632689297e-22j),(0.7210798870226662-1.541565856553e-16j)
(19.240000000000002+0j),(-0.9228212827543627+0j),(0.7210799144919083-3.9753459417477225e-17j)
(19.26+0j),(-0.9062111760889044+0j),(0.7210799674227516-1.440906481473859e-16j)
(19.28+0j),(-0.887793994761814+0j),(0.7210800450664855+8.416778707121873e-17j)
(19.3+0j),(-0.8675362862934973+0j),(0.7210801466130725-7.68021274945546e-17j)
(19.32+0j),(-0.8454107655536155+6.529814267311252e-22j),(0.7210802711951183+7.592113700874604e-17j)
(19.34+0j),(-0.8213970935711526-7.645436497508287e-22j),(0.7210804178919283+1.250837551485104e-16j)
(19.36+0j),(-0.7954826551981664+4.434377193859781e-22j),(0.7210805857336496+3.4621701201839433e-16j)
(19.38+0j),(-0.7676633220026736+5.100964365585553e-22j),(0.7210807737054659+1.2223057035235644e-16j)
(19.400000000000002+0j),(-0.7379441851945877+0j),(0.7210809807518433+1.2082847866933375e-17j)
(19.42+0j),(-0.7063402420357949+0j),(0.7210812057808086-5.972123552035755e-17j)
(19.44+0j),(-0.6728770181412737+0j),(0.7210814476682434+2.3614472567823403e-17j)
(19.46+0j),(-0.6375911074337074+8.323990009515898e-22j),(0.7210817052621858-1.6340516018310086e-16j)
(19.48+0j),(-0.6005306113601078+0j),(0.7210819773871172-1.1537911679432747e-17j)
(19.5+0j),(-0.5617554593943279+0j),(0.7210822628482342+2.2811124042227895e-17j)
(19.52+0j),(-0.5213375939008162-1.130492951339364e-21j),(0.7210825604356724-2.029451499495278e-16j)
(19.54+0j),(-0.4793610041649585+0j),(0.7210828689286957+1.5603559788376936e-16j)
(19.56+0j),(-0.4359215968207802+0j),(0.7210831870998099+1.5424573758003965e-16j)
(19.580000000000002+0j),(-0.39112689300957926+0j),(0.7210835137188168+2.1782344064249894e-17j)
(19.6+0j),(-0.34509554632922773+0j),(0.7210838475567788+0j)
(19.62+0j),(-0.29795667989016883+0j),(0.7210841873898841+2.1285486268266775e-16j)
(19.64+0j),(-0.24984904545138745+1.8391496790421366e-21j),(0.7210845320032181-1.6833058887547674e-16j)
(19.66+0j),(-0.2009200125013747+0j),(0.7210848801944115-1.8719965468984028e-16j)
(19.68+0j),(-0.1513244000869524+0j),(0.721085230777171-1.4392957737810934e-16j)
(19.7+0j),(-0.10122316896608648+0j),(0.7210855825846759+1.6260409226808315e-16j)
(19.72+0j),(-0.050781996057475694+2.3498008473183538e-21j),(0.7210859344728326+1.0046180118857526e-16j)
(19.740000000000002+0j),(-0.00016975697125887714+0j),(0.721086285323393-2.78066365729659e-16j)
(19.76+0j),(0.0504430545519975+0j),(0.7210866340469051-1.9634049933656708e-16j)
(19.78+0j),(0.10088593934748627+0j),(0.7210869795855178+0j)
(19.8+0j),(0.1509900056402613+2.8401268000106565e-21j),(0.7210873209156138-2.6860670481854907e-16j)
(19.82+0j),(0.2005895499267133+0j),(0.7210876570502794+1.5172888143110196e-16j)
(19.84+0j),(0.2495235749657072+0j),(0.7210879870415929+5.62456546238967e-17j)
(19.86+0j),(0.2976372160349674+0j),(0.7210883099827488-3.706697665519286e-17j)
(19.88+0j),(0.34478304964513046+0j),(0.7210886250099922+3.664178381989673e-17j)
(19.900000000000002+0j),(0.39082226271111803+0j),(0.7210889313043805+1.2677513792858443e-16j)
(19.92+0j),(0.4356256645734993+3.4431706504134956e-21j),(0.7210892280933566-3.580597318810503e-17j)
(19.94+0j),(0.4790745290344526+0j),(0.7210895146521457+2.831619531410491e-16j)
(19.96+0j),(0.5210612585097009+7.18521091191897e-21j),(0.7210897903049587+1.574515177934354e-16j)
(19.98+0j),(0.5614898672915082+3.656283771284466e-21j),(0.7210900544260256-6.917573050175833e-17j)
